ResumeID,Cleaned_Skills
R008949,"Scrum, Stakeholder Management, User Stories, Agile"
R008950,"Excel, Reporting, Tableau"
R008951,"Agile, User Stories"
R008952,"Java, Spring Boot, Docker, Agile"
R008953,"Docker, Java, Git"
R008954,"REST APIs, System Design, Java, Agile, Spring Boot, Docker"
R008955,"Data Cleaning, Power BI, SQL"
R008956,"PyTorch, Keras, Cloud, Python"
R008957,"Cloud, Keras"
R008958,"User Stories, Stakeholder Management"
R008959,"SQL, Deep Learning, NLP"
R008960,"MLOps, PyTorch"
R008961,"System Design, Java"
R008962,"Reporting, SQL"
R008963,"TensorFlow, Cloud, MLOps, Python, Keras, Computer Vision"
R008964,"Excel, Reporting, Tableau"
R008965,"Docker, Agile, Java, Spring Boot, Git"
R008966,"SQL, Power BI, Reporting, Tableau"
R008967,"Tableau, Data Cleaning, SQL, Excel, Power BI"
R008968,"Keras, Python, Computer Vision"
R008969,"Python, Pandas, Machine Learning, SQL, Deep Learning, Statistics"
R008970,"TensorFlow, PyTorch, Python, Cloud"
R008971,"MLOps, Cloud, Keras, TensorFlow, PyTorch, Python"
R008972,"System Design, Git, Agile, Docker, REST APIs, Spring Boot"
R008973,"Scrum, Stakeholder Management"
R008974,"Java, REST APIs, Git, System Design, Spring Boot"
R008975,"Cloud, MLOps, Computer Vision"
R008976,"Cloud, PyTorch, TensorFlow, MLOps, Computer Vision, Python"
R008977,"Agile, Scrum, Stakeholder Management"
R008978,"Python, Computer Vision, Keras"
R008979,"NLP, Statistics, Pandas, Deep Learning, SQL"
R008980,"User Stories, Scrum, Product Roadmap"
R008981,"Spring Boot, REST APIs, System Design"
R008982,"Reporting, SQL, Tableau, Power BI"
R008983,"Power BI, Data Cleaning"
R008984,"Tableau, SQL"
R008985,"Reporting, Tableau, Excel, Power BI, Data Cleaning"
R008986,"Tableau, Excel, Data Cleaning"
R008987,"Excel, SQL"
R008988,"SQL, Power BI, Excel, Tableau"
R008989,"SQL, Power BI, Excel, Tableau, Data Cleaning"
R008990,"Spring Boot, System Design"
R008991,"Keras, Python, MLOps, TensorFlow, PyTorch, Computer Vision"
R008992,"Python, TensorFlow, Cloud"
R008993,"Statistics, Machine Learning, Deep Learning, SQL"
R008994,"Product Roadmap, User Stories"
R008995,"Power BI, Tableau, SQL"
R008996,"Reporting, Excel, Power BI, Tableau, Data Cleaning"
R008997,"PyTorch, Computer Vision, Keras"
R008998,"Excel, SQL, Reporting, Power BI, Data Cleaning, Tableau"
R008999,"Stakeholder Management, Scrum, Agile, Product Roadmap"
R009000,"Keras, Computer Vision"
R009001,"NLP, Machine Learning, Python, SQL"
R009002,Scrum
R009003,"MLOps, Python, Computer Vision, PyTorch, Cloud"
R009004,"Spring Boot, Agile, Git"
R009005,"PyTorch, Computer Vision"
R009006,"Git, Agile, Java"
R009007,"Scrum, Agile, User Stories, Stakeholder Management"
R009008,"Spring Boot, Docker"
R009009,"TensorFlow, PyTorch, Keras, Python"
R009010,"Reporting, Tableau"
R009011,"Reporting, Tableau, Power BI, Data Cleaning, SQL, Excel"
R009012,"SQL, Pandas, Python, Statistics, Deep Learning"
R009013,"Cloud, TensorFlow, Keras, Computer Vision, Python"
R009014,"Cloud, TensorFlow, Python"
R009015,"Computer Vision, Python, PyTorch, Keras"
R009016,"SQL, NLP, Python, Machine Learning, Statistics"
R009017,"System Design, Docker, Git"
R009018,"Data Cleaning, Reporting, Excel, SQL, Tableau, Power BI"
R009019,"Deep Learning, Pandas, SQL, Machine Learning, Statistics"
R009020,"Docker, Agile, Java, Git, Spring Boot"
R009021,"Docker, REST APIs, Agile, System Design, Git"
R009022,"SQL, Python, Deep Learning, Statistics"
R009023,"User Stories, Agile, Product Roadmap, Stakeholder Management, Scrum"
R009024,"Agile, REST APIs"
R009025,"TensorFlow, Cloud, Computer Vision"
R009026,"Scrum, Product Roadmap, User Stories"
R009027,"SQL, NLP"
R009028,"SQL, Data Cleaning, Tableau, Power BI"
R009029,"Reporting, Data Cleaning, Tableau, Power BI, SQL"
R009030,TensorFlow
R009031,"System Design, Agile, Docker, Git"
R009032,"SQL, Statistics, Python, NLP"
R009033,"TensorFlow, Cloud, Python, Keras"
R009034,"Stakeholder Management, Scrum, Agile"
R009035,"Power BI, SQL, Excel, Data Cleaning, Tableau"
R009036,"Tableau, SQL, Data Cleaning"
R009037,"Excel, Data Cleaning, SQL, Power BI"
R009038,"Python, Keras, Computer Vision, TensorFlow, Cloud, PyTorch"
R009039,"Agile, User Stories, Stakeholder Management"
R009040,"Tableau, Data Cleaning"
R009041,"Reporting, Excel, Data Cleaning, Tableau"
R009042,"TensorFlow, Python, PyTorch, MLOps"
R009043,"Agile, Product Roadmap, User Stories"
R009044,"Statistics, Python, Pandas, Machine Learning, SQL"
R009045,"SQL, Tableau, Power BI, Excel"
R009046,"Agile, Product Roadmap, Scrum, Stakeholder Management, User Stories"
R009047,"Tableau, SQL, Excel, Data Cleaning, Power BI"
R009048,"SQL, NLP"
R009049,"MLOps, TensorFlow"
R009050,"Machine Learning, Deep Learning, Pandas, Statistics"
R009051,"Cloud, Python, Computer Vision"
R009052,"Agile, Stakeholder Management, Product Roadmap, Scrum, User Stories"
R009053,"Stakeholder Management, Scrum, Product Roadmap, User Stories, Agile"
R009054,"SQL, Excel, Reporting, Tableau"
R009055,"Python, Computer Vision, Keras"
R009056,"NLP, SQL, Pandas"
R009057,SQL
R009058,"Agile, System Design"
R009059,"Agile, Spring Boot, REST APIs, Docker"
R009060,"Tableau, Reporting"
R009061,"Python, Machine Learning, NLP, Statistics, Pandas"
R009062,"Deep Learning, SQL, Python, Machine Learning"
R009063,"Congress, Keras, MLOps, Python, Computer Vision"
R009064,"SQL, Deep Learning, Statistics"
R009065,"Python, Cloud, TensorFlow, PyTorch, Computer Vision"
R009066,"Stakeholder Management, Scrum"
R009067,"SQL, Reporting, Power BI, Data Cleaning, Tableau"
R009068,"Java, Docker"
R009069,"Product Roadmap, Agile, User Stories, Stakeholder Management, Scrum"
R009070,"Scrum, Stakeholder Management, Agile"
R009071,"Cloud, TensorFlow, MLOps"
R009072,"Stakeholder Management, Agile"
R009073,"System Design, REST APIs"
R009074,"Power BI, SQL, Excel, Data Cleaning, Tableau"
R009075,"System Design, REST APIs, Spring Boot, Agile, Java"
R009076,"Deep Learning, SQL, Statistics, Machine Learning, Python"
R009077,"System Design, Spring Boot, REST APIs, Agile, Java"
R009078,"SQL, Excel, Power BI, Reporting"
R009079,"Python, Congress, MLOps, PyTorch, TensorFlow"
R009080,"Data Cleaning, SQL, Reporting"
R009081,"Power BI, Data Cleaning, SQL, Excel"
R009082,"Agile, Scrum"
R009083,"Agile, Product Roadmap, User Stories"
R009084,"User Stories, Scrum, Stakeholder Management, Agile"
R009085,"Keras, TensorFlow, Cloud, MLOps"
R009086,"Pandas, Python, SQL"
R009087,"Tableau, Reporting, Power BI"
R009088,"Cloud, Computer Vision, MLOps, PyTorch, Python"
R009089,"User Stories, Product Roadmap, Scrum"
R009090,"Spring Boot, Git, Java, REST APIs, Docker"
R009091,"Agile, Stakeholder Management, Product Roadmap"
R009092,"Machine Learning, Deep Learning, Statistics"
R009093,"REST APIs, System Design, Java, Agile, Spring Boot"
R009094,"Git, Agile, Spring Boot"
R009095,"Docker, Java, Agile, Spring Boot, System Design, REST APIs"
R009096,"Agile, Product Roadmap, Stakeholder Management, User Stories, Scrum"
R009097,Statistics
R009098,"Reporting, SQL, Excel, Power BI"
R009099,"Power BI, Reporting, Tableau, Data Cleaning"
R009100,"PyTorch, TensorFlow, MLOps, Keras, Python"
R009101,"Java, System Design, REST APIs"
R009102,"Excel, Data Cleaning, SQL, Tableau, Power BI"
R009103,"Reporting, Data Cleaning, Power BI, SQL, Tableau"
R009104,"Machine Learning, Pandas, Deep Learning, SQL, Python"
R009105,"REST APIs, Spring Boot"
R009106,"Python, NLP, Deep Learning"
R009107,"Reporting, SQL, Data Cleaning, Power BI"
R009108,"Cloud, TensorFlow, PyTorch, Computer Vision, Python"
R009109,"Excel, Power BI"
R009110,"Deep Learning, Statistics, Pandas, Python, Machine Learning"
R009111,"Git, Java, Agile, REST APIs"
R009112,"Power BI, SQL, Data Cleaning"
R009113,"MLOps, Keras, Python, TensorFlow, Computer Vision, Cloud"
R009114,"Scrum, User Stories"
R009115,"Scrum, User Stories"
R009116,"System Design, Java, Spring Boot, Agile, Git, Docker"
R009117,"Java, Git, System Design, Docker, Spring Boot"
R009118,"SQL, Excel, Tableau, Reporting, Power BI, Data Cleaning"
R009119,"MLOps, TensorFlow, PyTorch, Cloud, Computer Vision"
R009120,"Deep Learning, Statistics, SQL, Pandas, Machine Learning"
R009121,"SQL, Tableau"
R009122,"SQL, Data Cleaning, Tableau, Power BI, Excel"
R009123,"Pandas, SQL, Statistics"
R009124,"Agile, REST APIs, Git"
R009125,"Power BI, Excel, Tableau"
R009126,"Reporting, Excel, SQL"
R009127,"Machine Learning, SQL, Pandas, Statistics, NLP"
R009128,"Excel, Reporting, SQL"
R009129,"Product Roadmap, User Stories"
R009130,"Excel, SQL, Power BI, Data Cleaning, Tableau"
R009131,"Keras, PyTorch, MLOps, Computer Vision"
R009132,"SQL, Data Cleaning, Excel"
R009133,"Java, REST APIs, System Design, Agile, Spring Boot"
R009134,"Git, Agile"
R009135,"TensorFlow, Cloud, MLOps"
R009136,"Python, Machine Learning, Deep Learning, NLP"
R009137,"Statistics, SQL, Pandas, Deep Learning, Machine Learning"
R009138,"NLP, Machine Learning, SQL, Statistics"
R009139,"Excel, Data Cleaning, Power BI, Tableau"
R009140,"TensorFlow, Computer Vision"
R009141,"TensorFlow, Cloud, Keras"
R009142,"Scrum, Product Roadmap, Stakeholder Management, User Stories, Agile"
R009143,"PyTorch, MLOps"
R009144,"REST APIs, Java, Git"
R009145,"TensorFlow, Computer Vision, Keras"
R009146,"Agile, Product Roadmap"
R009147,"Pandas, Deep Learning, Python, Statistics, SQL, Machine Learning, NLP"
R009148,"Python, Computer Vision, Cloud, Keras, MLOps, PyTorch"
R009149,"Git, Docker, Agile, Spring Boot, Java"
R009150,"Data Cleaning, SQL, Tableau, Reporting, Excel"
R009151,"Deep Learning, Python, Machine Learning, SQL, Pandas"
R009152,"Reporting, Power BI, Data Cleaning"
R009153,"Python, Pandas"
R009154,"Excel, Data Cleaning, Reporting"
R009155,"Keras, Python, Computer Vision, TensorFlow"
R009156,"Agile, Scrum, Product Roadmap, Stakeholder Management, User Stories"
R009157,"Agile, REST APIs, Docker"
R009158,"PyTorch, TensorFlow, MLOps, Python, Computer Vision"
R009159,"Deep Learning, Python, SQL"
R009160,Python
R009161,"Agile, Git, Docker, REST APIs, Spring Boot"
R009162,"Product Roadmap, User Stories"
R009163,"Keras, Python, Computer Vision, TensorFlow"
R009164,"Tableau, SQL, Data Cleaning"
R009165,"Scrum, Agile"
R009166,"Reporting, Power BI, Tableau, Data Cleaning, PM, SQL"
R009167,"Scrum, Stakeholder Management, Agile, User Stories, Product Roadmap"
R009168,"Pandas, NLP, SQL, Statistics, Python"
R009169,"Computer Vision, MLOps, Python, PyTorch"
R009170,"Deep Learning, Statistics, Machine Learning"
R009171,"Agile, Stakeholder Management"
R009172,"User Stories, Scrum, Product Roadmap"
R009173,"Machine Learning, Deep Learning, NLP, Python, SQL"
R009174,"TensorFlow, Cloud, MLOps, Keras, PyTorch, Computer Vision"
R009175,"User Stories, Scrum, Agile, Product Roadmap, Stakeholder Management"
R009176,"Python, SQL"
R009177,"Agile, Git, Java"
R009178,"Mrs, SQL, Statistics, Pandas, Deep Learning"
R009179,"Computer Vision, Keras, PyTorch, TensorFlow, Cloud"
R009180,"Machine Learning, Pandas, Python"
R009181,"Docker, System Design, Git, Spring Boot, REST APIs"
R009182,"Tableau, Reporting, SQL"
R009183,"Machine Learning, Statistics, Python, Deep Learning"
R009184,"Statistics, Machine Learning, Pandas, Deep Learning, Python"
R009185,"Pandas, Python, NLP, SQL"
R009186,"Python, Statistics, SQL, NLP"
R009187,"User Stories, Product Roadmap"
R009188,"Java, System Design, Spring Boot, Agile"
R009189,"Java, Spring Boot, Git, REST APIs"
R009190,"MLOps, Python, Keras, TensorFlow"
R009191,"Machine Learning, Pandas, Python, Deep Learning"
R009192,"SQL, Statistics, Machine Learning, Pandas, Python"
R009193,"Spring Boot, Agile, System Design, Docker"
R009194,"Deep Learning, Statistics, NLP, SQL"
R009195,"Agile, Product Roadmap, Scrum, Stakeholder Management, User Stories"
R009196,"Cloud, MLOps, Python, PyTorch, TensorFlow"
R009197,"Product Roadmap, Agile, Scrum, User Stories"
R009198,"Tableau, SQL"
R009199,"Data Cleaning, Excel, Tableau, SQL, Power BI, Reporting"
R009200,"User Stories, Scrum"
R009201,"Python, Computer Vision, Keras, Cloud, PyTorch"
R009202,"SQL, Machine Learning, NLP"
R009203,"Scrum, Agile, User Stories, PM, Stakeholder Management, Product Roadmap"
R009204,"System Design, REST APIs, Spring Boot, Git, Agile"
R009205,"Tableau, Data Cleaning, Power BI, SQL"
R009206,"User Stories, Scrum"
R009207,"Java, System Design, Agile, Git, Docker, REST APIs"
R009208,"Scrum, Stakeholder Management, Agile, User Stories"
R009209,"Tableau, Reporting, Data Cleaning"
R009210,"REST APIs, Spring Boot, Docker, Java, System Design"
R009211,PyTorch
R009212,"Agile, Stakeholder Management, Product Roadmap"
R009213,"Statistics, Machine Learning, SQL"
R009214,"Reporting, Power BI, Tableau"
R009215,"REST APIs, System Design, Java"
R009216,"Keras, Python, PyTorch"
R009217,"Cloud, PyTorch"
R009218,"System Design, Agile, Docker, Java, REST APIs"
R009219,"Scrum, Agile, User Stories, Product Roadmap"
R009220,"Git, Java, Agile"
R009221,"Agile, Stakeholder Management, User Stories, Scrum, Product Roadmap"
R009222,"Tableau, SQL"
R009223,"Power BI, Data Cleaning, Excel, Tableau"
R009224,"TensorFlow, Keras, Cloud, PyTorch"
R009225,"Java, System Design, Git, Spring Boot"
R009226,"Agile, Java, Spring Boot, System Design, REST APIs"
R009227,"Reporting, Tableau, Data Cleaning"
R009228,"Keras, Computer Vision, TensorFlow, MLOps, PyTorch"
R009229,"Git, Java, Spring Boot, System Design, REST APIs"
R009230,"Power BI, Reporting, Excel, Data Cleaning, Tableau"
R009231,"Data Cleaning, Excel"
R009232,"Python, Computer Vision, Keras"
R009233,"Python, Cloud, TensorFlow, MLOps, Keras"
R009234,Stakeholder Management
R009235,"Agile, Scrum, Stakeholder Management, Product Roadmap, User Stories"
R009236,"Data Cleaning, Reporting, Tableau, Excel, Power BI"
R009237,"MLOps, Python, PyTorch"
R009238,"User Stories, Agile, Scrum, Stakeholder Management"
R009239,"System Design, Spring Boot, Docker, REST APIs"
R009240,"Stakeholder Management, Agile, Scrum, User Stories, Product Roadmap"
R009241,"Agile, User Stories, Product Roadmap, Scrum, Stakeholder Management"
R009242,"Cloud, PyTorch, Computer Vision, MLOps, Python"
R009243,"NLP, Pandas, SQL"
R009244,"NLP, SQL, Pandas, Statistics, Deep Learning"
R009245,"Machine Learning, Pandas, Python"
R009246,"SQL, Deep Learning, Python"
R009247,"Stakeholder Management, User Stories, Product Roadmap, Agile"
R009248,"MLOps, TensorFlow, PyTorch, Keras, Python"
R009249,"User Stories, Product Roadmap, Stakeholder Management, Scrum"
R009250,"SQL, Power BI, Data Cleaning, Tableau, Excel"
R009251,"Docker, System Design, Agile, Git"
R009252,"Statistics, Python, SQL, Deep Learning, Machine Learning"
R009253,"Reporting, Power BI, SQL, Data Cleaning, Excel"
R009254,"System Design, Spring Boot"
R009255,"Pandas, NLP, Statistics, Deep Learning, SQL, Python"
R009256,"User Stories, Scrum"
R009257,"Reporting, SQL, Data Cleaning, Excel, Tableau"
R009258,"Pandas, Deep Learning, Machine Learning, SQL, NLP, Python, Statistics"
R009259,"Computer Vision, Keras, PyTorch, MLOps"
R009260,"Product Roadmap, User Stories, Agile, Stakeholder Management, Scrum"
R009261,"Power BI, SQL, Reporting"
R009262,"Power BI, Tableau, Excel, SQL, Data Cleaning"
R009263,"Machine Learning, Deep Learning, NLP, SQL, Statistics"
R009264,"Machine Learning, Python, SQL, Pandas"
R009265,"PyTorch, TensorFlow, Python, Computer Vision"
R009266,"Docker, REST APIs, Git"
R009267,"Data Cleaning, Power BI, Tableau, Excel"
R009268,"SQL, Statistics, Machine Learning"
R009269,"TensorFlow, Keras, Python"
R009270,"Python, Statistics, Deep Learning"
R009271,"Scrum, Product Roadmap, User Stories, Agile"
R009272,"SQL, Tableau, Data Cleaning, Excel"
R009273,"Agile, Stakeholder Management"
R009274,"Tableau, Power BI, Data Cleaning"
R009275,"Git, Spring Boot, REST APIs"
R009276,"Tableau, Excel, Power BI, Data Cleaning, SQL"
R009277,Scrum
R009278,"Agile, Product Roadmap, User Stories, Stakeholder Management, Scrum"
R009279,"TensorFlow, Python, Cloud, MLOps, Keras, Computer Vision"
R009280,"Keras, TensorFlow, Python, PyTorch, MLOps, Cloud"
R009281,"TensorFlow, Keras, Computer Vision, MLOps, Python"
R009282,SQL
R009283,"Stakeholder Management, Scrum, Agile, User Stories"
R009284,"Power BI, SQL, Tableau, Reporting, Excel"
R009285,"Machine Learning, NLP, Statistics, Deep Learning, Pandas"
R009286,"Python, Computer Vision, Cloud, PyTorch"
R009287,"Keras, Cloud, Computer Vision"
R009288,"Tableau, Excel, Data Cleaning, Reporting"
R009289,"PyTorch, Cloud, Python, Computer Vision, TensorFlow"
R009290,"Data Cleaning, Power BI, Excel"
R009291,"Spring Boot, REST APIs, System Design, Java, Docker"
R009292,"Machine Learning, Statistics, NLP, Deep Learning"
R009293,"PyTorch, Cloud, Python, MLOps, Keras"
R009294,"Power BI, Excel, SQL"
R009295,"Pandas, Machine Learning"
R009296,"Excel, SQL"
R009297,"Reporting, SQL"
R009298,"PyTorch, Python"
R009299,"SQL, Statistics, Pandas, NLP, Python"
R009300,"Git, REST APIs, Java, System Design, Agile"
R009301,"Stakeholder Management, Product Roadmap, Agile"
R009302,"Product Roadmap, User Stories, Scrum, Stakeholder Management, Agile"
R009303,"Agile, Git, Docker"
R009304,"TensorFlow, MLOps, Cloud, Python, Computer Vision, Keras"
R009305,"Scrum, Stakeholder Management, User Stories, Product Roadmap, Agile"
R009306,"Agile, Stakeholder Management, User Stories, Scrum"
R009307,"Stakeholder Management, Agile, Product Roadmap, Scrum, User Stories"
R009308,"Cloud, Computer Vision, PyTorch, Keras"
R009309,"Data Cleaning, Power BI, SQL, Tableau, Excel"
R009310,"Spring Boot, Agile, REST APIs, Java, Git, System Design"
R009311,"TensorFlow, Python"
R009312,"REST APIs, Git, System Design"
R009313,"Data Cleaning, Excel, Power BI, Reporting, SQL"
R009314,"Deep Learning, NLP, Statistics"
R009315,"Keras, Computer Vision, PyTorch"
R009316,"Deep Learning, Statistics, Python"
R009317,"Agile, Scrum, User Stories"
R009318,"Data Cleaning, Power BI, Tableau"
R009319,"Stakeholder Management, Scrum, User Stories"
R009320,"Power BI, Excel"
R009321,"Data Cleaning, Excel, Reporting, SQL"
R009322,"SQL, Statistics, Deep Learning, NLP"
R009323,"Java, Spring Boot"
R009324,"User Stories, Agile, Scrum"
R009325,"SQL, Tableau, Excel, Power BI, Data Cleaning"
R009326,"Computer Vision, Cloud, Keras"
R009327,"Excel, Power BI"
R009328,"PyTorch, MLOps, TensorFlow, Computer Vision, Keras, Cloud, Python"
R009329,"Machine Learning, Python, Deep Learning, Statistics, SQL"
R009330,"Agile, Git, System Design, REST APIs, Spring Boot, Docker"
R009331,"Python, Computer Vision, PyTorch"
R009332,"Reporting, SQL, Excel, Data Cleaning"
R009333,"MLOps, Computer Vision, Python, Cloud"
R009334,"Agile, Java, Spring Boot"
